logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30
1.177,1.421,1.649,00000,10101,01111,01111,10100,01101,11001,01111,01111,10101,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.169,0.524,1.244,00000,10100,01111,01111,00110,10100,01101,00100,01111,10101,01111,01111,10101,01111,00100,01111,01000,10100,01010,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.355,0.374,0.539,00000,01111,01111,00110,01111,00111,01111,00110,01111,00110,01111,00110,11000,00010,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.341,1.496,1.295,00000,01111,00011,01111,00110,10100,00110,01111,01101,00101,10101,01111,01111,01111,10100,01111,11000,01101,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.341,1.272,1.127,00000,10101,01111,00110,01111,00110,01111,00110,11000,00100,10100,01111,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.162,1.496,1.044,00000,01111,00110,00110,01101,11000,01111,10100,01111,01111,00110,01111,00110,01101,01111,01111,01111,00110,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.294,1.571,0.959,00000,01111,01111,10101,01111,00111,10101,01111,00110,11000,01101,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.384,2.094,1.363,00000,01111,01111,01111,01111,00110,01111,00110,01101,00101,01111,01101,01111,01111,00110,11000,00001,10101,01111,01111,10101,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100
2.337,0.972,1.464,00000,01111,01111,00110,01111,00110,01111,00110,01111,00110,11000,00100,01111,00111,01111,01111,01111,10100,11000,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.331,1.122,1.28,00000,01111,00110,00110,01101,00010,01111,01111,00110,01111,00110,01111,00110,11000,00100,01111,10100,01101,01111,01111,01111,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.594,1.346,1.481,00000,01111,00110,00110,01111,10100,01101,01111,01111,01111,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.008,1.646,1.547,00000,01111,01111,00110,01111,00110,01111,01101,00111,10100,10100,00110,01111,00100,01111,01000,10011,01111,11000,00001,01000,00110,11000,00110,11011,11100,11100,11100,11100,11100,11100
2.011,0.673,1.379,00000,01111,10100,01101,01111,01111,10100,00111,01111,00110,01111,00110,01101,00100,01111,00100,01111,01000,10101,01111,00110,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100
1.673,0.15,1.698,00000,01111,01111,01111,10101,01111,00100,01111,01000,01111,00110,01111,01101,01111,10101,00110,01101,01111,10101,01111,01101,01111,10101,00110,11000,00101,11011,11100,11100,11100,11100
1.288,1.646,1.631,00000,01111,01111,00100,01111,01000,10100,01101,00001,01111,01111,00100,01111,01000,10101,01111,00110,01111,00110,01101,01111,10100,01111,00110,11000,00001,11011,11100,11100,11100,11100
1.702,1.795,1.649,00000,01111,01111,01101,01111,01111,10100,01111,01111,01101,01111,10101,01111,10101,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.591,0.972,1.076,00000,01111,01111,00110,01111,00110,10100,00110,01101,01111,10100,10100,00110,01101,01111,10101,01111,11000,01110,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.166,1.197,1.463,00000,01111,01111,01111,01101,11000,01111,01111,01111,00100,01111,01000,10100,01111,00100,01111,01000,10100,01101,01111,01111,01111,11000,10101,01000,11011,11100,11100,11100,11100,11100
1.982,2.394,1.649,00000,01111,10101,01111,00110,01111,01101,00001,01111,01111,01101,01111,01111,10100,00110,01101,11000,10101,01111,01111,00110,11000,10100,01111,11011,11100,11100,11100,11100,11100,11100
2.407,2.618,1.873,00000,10101,01111,00111,01111,00110,01101,00111,10101,01111,00110,01111,00110,01111,01101,01111,10000,00110,11000,00001,01111,00111,11000,00110,11011,11100,11100,11100,11100,11100,11100
0.047,1.047,2.103,00000,01111,01111,00100,01111,01000,10100,00110,11010,01111,01101,00101,11010,01101,01111,10100,00100,01111,01000,01000,00111,10100,11000,00101,01111,11011,11100,11100,11100,11100,11100
1.644,0.598,0.924,00000,10100,01111,00111,01111,01111,01111,01101,00101,01111,01101,01111,10001,01101,01111,10001,10001,01111,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.384,2.768,2.082,00000,10101,00110,01101,01111,10101,01111,10101,01111,01111,00110,01111,00110,01101,01111,10000,01111,01101,01111,10000,00110,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100
1.3,1.571,1.732,00000,01111,01111,01101,00100,01111,00100,01111,01000,10101,01111,01111,01111,01111,01101,11001,10101,11000,01101,01111,11000,00010,01101,01111,01111,01111,00100,01111,01000,10101,11011
1.352,1.496,0.892,00000,01111,00110,10100,00110,01111,01101,00101,10101,01111,01111,01111,10100,01111,11000,01101,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.145,1.122,1.28,00000,01111,00011,01111,10100,01101,01111,01111,01111,01101,01111,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.515,0.972,1.06,00000,01111,01111,00110,01111,00110,10100,00110,01101,01111,10100,10100,00110,01101,01111,10100,01111,11000,01110,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.346,1.87,1.379,00000,01111,01111,00110,01111,00110,01101,10100,01111,00100,01111,01000,10100,01111,01111,00100,01111,01000,10101,01111,00110,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100
2.04,2.02,2.779,00000,10100,11010,00100,01111,01000,00100,01111,01000,01111,00110,01101,01111,10101,01111,01101,01111,10000,00110,01111,01101,01111,10000,00110,11000,00101,10000,11011,11100,11100,11100
1.521,1.945,1.194,00000,01111,01111,01111,10101,01111,00111,10101,01111,00110,11000,01101,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.597,1.496,1.161,00000,10001,01111,00110,01111,00110,01111,01101,00101,10100,01111,01111,10100,01111,01111,11000,00100,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.629,1.571,1.397,00000,01111,01111,01111,01111,01111,01111,01101,01111,10101,01111,00110,01111,00110,01111,01101,01111,10101,00110,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.265,0.972,1.244,00000,10100,00011,01111,00110,01111,00110,10100,00110,01101,01111,10100,10100,00110,01101,01111,10100,01111,11000,01110,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100
3.095,1.346,1.447,00000,01111,01111,00110,01111,01101,00001,01111,01111,01111,01111,11000,11001,00111,01111,00110,01111,00110,01111,00110,11000,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100
1.376,0.972,1.581,00000,01111,10100,01111,00100,01111,01000,01111,01101,00001,10101,01111,01111,10101,11000,01101,01111,00110,01111,00110,01111,00110,11000,00100,11000,00110,11011,11100,11100,11100,11100
1.679,2.618,1.867,00000,10101,01011,00100,01111,01000,01101,00010,01111,01111,00110,01111,00110,01111,00110,11000,00100,01111,00111,01111,00110,10011,11000,01101,11011,11100,11100,11100,11100,11100,11100
0.781,1.571,1.497,00000,10100,01111,01111,01111,00110,01111,00110,01101,00101,11010,01101,01111,10100,00100,01111,01000,01000,01111,00110,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.754,2.394,1.615,00000,01111,01111,00100,01111,01000,10100,01101,00101,01111,00110,01111,00110,01111,00110,11000,00100,01111,01101,01111,01111,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100
0.892,1.496,1.513,00000,10100,11010,00100,01111,01000,00100,01111,01000,01111,00110,01111,00110,01101,00100,01111,00100,01111,01000,10101,01111,00110,11000,00101,11011,11100,11100,11100,11100,11100,11100
1.644,0.898,1.33,00000,01111,00011,01111,01111,01111,01111,00110,01101,01111,01111,11010,01111,01010,00100,01111,01101,01111,10100,00111,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.646,2.842,2.453,00000,01111,01111,01111,01111,00110,01111,00110,01101,00101,01111,01101,01111,01100,00110,11000,00001,10101,01111,01111,10101,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100
1.131,0.15,0.0,00000,01111,00110,01111,01111,11000,11000,01111,01111,01101,01111,10100,01000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.935,1.795,1.531,00000,01111,10101,01111,00110,01111,00110,01111,00110,01101,01110,10011,01111,11000,01101,00110,11000,00101,01111,10100,01111,01111,11000,00101,11011,11100,11100,11100,11100,11100,11100
1.813,2.094,1.38,00000,01111,01111,00110,01111,01101,00001,01111,01111,01101,01111,01111,10100,00110,01111,00110,11000,00010,10101,01111,10101,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100
2.57,1.795,2.318,00000,01100,01111,00110,01111,00110,01111,10011,01111,00110,01101,00100,01111,11000,00101,01010,01101,01111,01111,10100,00110,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100
2.034,2.244,1.565,00000,01111,10101,01111,00110,01111,00110,10011,01111,01101,01111,01111,00110,01101,11001,01111,01111,10100,01111,11000,00101,00110,11000,00111,11011,11100,11100,11100,11100,11100,11100
1.515,0.972,1.06,00000,01111,01111,00110,01111,00110,01111,00111,01111,01101,01111,10100,00111,01111,01101,01111,10100,00110,11000,10100,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.778,1.72,1.363,00000,01111,01111,10100,01111,01111,01111,01101,00010,10101,01111,00110,01111,00110,10100,00110,11000,00100,01111,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.55,1.346,1.127,00000,01111,10100,01111,01111,01111,01101,00010,10101,01111,00110,01111,00110,10100,00110,11000,00100,01111,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.845,0.972,1.261,00000,10101,00110,01101,01111,10101,01111,01111,01111,01111,01111,01101,11001,10101,11000,01101,01111,11000,00001,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100
1.177,0.673,3.142,00000,10100,01111,00110,01111,00110,01101,00101,11010,01101,01111,10100,00100,01111,01000,01000,01111,00110,11000,00010,10010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.888,1.047,1.026,00000,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,00110,10100,11000,00100,01111,01111,10100,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.463,0.673,0.69,00000,10100,01111,00111,01111,01111,01111,11010,01111,00110,01111,01010,01101,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.842,1.945,1.33,00000,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,10100,01111,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.484,0.449,1.025,00000,10100,01111,01101,10100,01111,01111,00110,01111,01101,01111,10101,00111,10101,11000,00100,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.075,1.496,1.093,00000,01111,00110,01111,01111,00110,01101,01111,10101,01111,00110,01111,00110,11000,00001,01111,01111,10101,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.795,1.122,0.404,00000,01111,01111,01101,01111,10100,01111,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.894,1.047,0.925,00000,01111,01111,01111,00110,01101,00101,01111,01111,01111,01111,10100,11000,01101,01111,10101,10100,01010,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.337,2.02,1.632,00000,01111,01111,01111,01111,10101,01111,00110,01111,00110,01101,00100,01111,00110,11000,00100,10101,01111,01111,10101,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.02,0.823,1.632,00000,10101,00110,01111,01111,10101,10100,11000,01101,01111,01111,00011,01111,10100,01111,01111,01111,01111,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.471,3.067,2.62,00000,10101,01111,00111,01111,00110,01101,00111,10101,01111,00110,01111,00110,01101,01111,01100,01111,00110,11000,00001,01111,00111,11000,00110,11011,11100,11100,11100,11100,11100,11100
2.652,1.795,2.19,00000,10101,00110,01101,01111,10101,01111,00110,01101,01111,10101,01111,01101,01111,10000,00110,01111,01101,01111,10000,00110,11000,00101,10000,11011,11100,11100,11100,11100,11100,11100
2.075,1.197,0.808,00000,01111,00110,01101,00101,01111,00110,01111,00110,01111,00110,11000,00100,01111,01111,10100,01111,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.023,2.094,1.295,00000,10101,01111,00111,01111,00111,01111,00110,11000,00100,10101,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.152,0.598,1.648,00000,10100,01111,00111,01111,00111,01111,00110,11000,00100,10100,00110,10100,11000,01101,01111,01111,01101,01111,10101,01111,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.294,1.496,1.362,00000,01111,01111,00011,01111,10101,01111,00111,10101,01111,00110,11000,01101,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.463,0.673,1.094,00000,01111,00011,01111,01111,01111,11010,01111,00110,01111,01010,01101,01111,01101,01111,10100,00111,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.906,1.87,1.514,00000,01111,00110,01101,00101,01111,00110,10100,00110,01111,00111,11000,00100,01111,01111,01111,01111,01101,01101,01111,01111,11000,00110,10100,11000,00001,11011,11100,11100,11100,11100
1.883,1.047,1.06,00000,01111,01111,01101,01111,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,01111,01101,01111,10100,00111,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.378,2.319,1.532,00000,01111,01111,10011,01111,00110,01111,00110,01111,00110,11000,00100,01111,01010,00101,01111,01111,10100,01101,01111,01111,01111,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.119,0.075,0.74,00000,01111,10101,01111,00100,01111,01000,01111,00110,01111,01111,10100,01101,01111,01111,01111,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.527,2.094,1.379,00000,01111,01111,00100,01111,01000,10100,01101,00001,01111,01111,00100,01111,01000,10101,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100
1.428,0.598,0.993,00000,01111,00011,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,01111,01101,01111,10100,00111,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.807,2.094,2.671,00000,10101,00110,10100,01111,00110,01111,00110,01101,01111,01100,01111,00110,11000,00001,01111,11000,00010,10101,01111,01111,10101,11000,01101,11011,11100,11100,11100,11100,11100,11100
1.545,1.421,1.581,00000,01111,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,01101,00001,10101,01111,01111,10101,11000,01101,01111,00100,01111,01000,10100,11000,10101,11011,11100,11100
1.935,1.795,1.531,00000,01111,10101,01111,00110,01111,00110,10011,01111,00110,01101,00001,01111,11000,01101,00110,11000,00101,01111,01111,10100,01111,11000,01110,11011,11100,11100,11100,11100,11100,11100
1.76,0.075,1.513,00000,10101,01111,00110,01111,00110,10011,01111,00110,01101,01111,10101,10100,00111,01111,00110,11000,00001,01111,11000,00010,00110,11000,00110,11011,11100,11100,11100,11100,11100,11100
2.361,1.72,1.387,00000,01111,00110,00110,01101,11000,01111,10100,01111,01111,00110,01111,00110,01101,01111,10000,01111,00110,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.445,0.524,1.261,00000,10101,01111,00110,10100,00111,01111,00111,01111,00110,01111,00110,01111,00110,11000,00100,10100,11000,00111,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.265,2.319,1.951,00000,10100,11010,00100,01111,01000,00100,01111,01000,10101,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,10101,01111,01111,00110,11000,00001,11011,11100,11100,11100,11100
2.017,2.394,1.615,00000,01111,01111,01111,01101,10111,01111,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,10101,01111,10101,11000,00100,10100,01111,11011,11100,11100,11100,11100,11100,11100
0.542,0.299,0.37,00000,01111,10101,01111,01101,01111,01111,01111,01101,01111,10100,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.918,1.646,1.364,00000,10100,01111,00111,01111,01101,00100,01111,01111,01111,11000,11000,01111,01111,01111,00110,11010,01111,01010,01101,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.157,2.02,1.565,00000,01111,10101,10100,01101,01111,01111,01111,01111,01111,00110,10011,01111,00110,01111,00110,01111,00110,11000,00101,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100
0.962,0.748,0.64,00000,01111,11010,01111,01111,01111,01101,01111,10100,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.772,1.646,3.071,00000,10101,01111,10011,01111,01101,01111,01100,00111,01111,00111,10100,00110,01101,01111,01100,01111,01010,10101,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.116,1.272,1.262,00000,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,00110,10100,11000,00100,01111,01111,01111,10100,01111,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100
1.941,0.598,1.48,00000,10101,01111,00111,01111,00111,01111,00110,11000,00100,01111,01111,00110,01111,00110,01111,00110,11000,00100,10100,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.55,0.449,0.253,00000,01111,01111,01111,01111,01111,10100,00110,01101,01111,10100,01111,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.784,1.72,2.15,00000,10100,01111,00111,01111,01101,01111,10100,00110,01111,00110,01101,01111,01100,01111,00110,01111,11000,00001,00111,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.177,0.673,0.892,00000,10100,01111,00111,01111,01101,01111,10100,00110,01111,00100,11001,00111,11000,00001,01111,01111,01111,01111,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.0,0.449,1.261,00000,10101,00110,01111,00110,10100,01101,00100,01111,10101,01111,01111,10101,01111,00100,01111,01000,10011,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.57,1.795,2.318,00000,01100,01111,00110,01111,00110,01111,01111,00110,01101,00001,10011,01111,11000,00101,01010,01101,01111,00111,01111,01111,11000,01110,11011,11100,11100,11100,11100,11100,11100,11100
1.894,0.15,0.908,00000,01111,01111,10101,01111,00100,01111,00111,01111,00110,01111,00110,01111,00110,11000,00100,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.163,0.673,1.48,00000,01111,01111,00110,10100,01101,00100,01111,10101,01111,01111,10100,01111,00100,01111,01000,10011,01111,11000,10100,01000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.743,2.02,1.615,00000,10100,11010,00100,01111,01000,00100,01111,01000,01111,00110,01111,00110,01111,00110,01111,00110,01111,00110,11000,00010,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100
1.976,1.795,1.498,00000,10100,01111,01111,10100,01111,01111,00110,01111,00110,01111,00110,01111,00110,01111,11000,00100,00110,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.122,0.972,0.993,00000,01111,00111,01111,01111,01111,00110,11000,00100,10011,01111,00110,01111,00110,01111,00110,11000,00101,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.69,0.449,0.755,00000,01111,10100,01101,11001,01111,01111,10000,01111,01111,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.743,1.72,1.924,00000,10101,00110,10100,01111,00110,01111,01101,01111,10000,00110,01111,00110,11000,00001,01111,11000,00010,10101,01111,01111,10101,11000,01101,11011,11100,11100,11100,11100,11100,11100
0.752,0.299,0.487,00000,01111,10101,01111,01111,00110,10100,01101,01111,01111,01111,00100,01111,01000,10100,01010,01110,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.3,2.02,1.9,00000,10101,00110,01101,01111,10101,01111,01111,11010,01111,01101,00010,01111,00111,01111,00110,01111,00110,11000,00100,10101,00111,11000,10100,11011,11100,11100,11100,11100,11100,11100
1.655,0.823,0.825,00000,01111,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,01111,01101,01111,10100,00111,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.708,2.394,1.615,00000,01111,01111,00100,01111,01000,10100,01101,00001,01111,01111,00100,01111,01000,10101,01111,00110,01111,00110,01111,00110,11000,00100,01111,11011,11100,11100,11100,11100,11100,11100
1.906,1.87,1.548,00000,01111,10101,01111,00110,01111,00110,01111,00110,11000,00100,01111,01111,01111,01111,10100,01111,11000,01101,01111,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100,11100
2.39,0.598,1.295,00000,01111,00110,01111,00100,01111,01000,01111,00110,01111,00110,01111,00110,11000,00100,10101,01111,11000,10101,01101,01111,01111,01111,11011,11100,11100,11100,11100,11100,11100,11100
3.013,1.197,1.246,00000,01111,01111,00110,01111,01101,00100,01111,01101,01111,01111,01111,00111,01111,00110,01111,00110,01111,00110,11000,00111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100
2.203,2.319,1.53,00000,01111,01111,00110,01111,00110,01111,00110,11000,00100,10101,01111,00110,10100,00110,01101,01111,10101,10100,00110,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.836,2.842,2.705,00000,01111,01111,01101,00011,10100,01111,00100,01111,01000,01111,00110,01111,00110,01111,00110,11000,00100,01100,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100
1.655,0.823,0.825,00000,10100,01111,00111,01111,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.393,1.87,1.379,00000,01111,01111,01101,00110,10100,01111,00100,01111,01000,01111,00110,01111,00110,01111,00110,11000,00100,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100,11100
0.082,0.673,1.563,00000,10101,00110,10011,01111,00100,01111,01000,10100,01101,00100,01111,10101,01111,01111,10101,01111,00110,11000,10100,10001,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.615,0.524,0.386,00000,10101,01111,00111,10011,01111,00110,01111,00110,01111,00110,11000,00101,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.393,0.898,1.009,00000,01111,01111,00110,01101,00101,10100,01111,00100,01111,01000,01111,01111,01111,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.62,1.272,1.447,00000,01111,01111,00110,01101,00111,10100,01111,00100,01111,01000,01111,01111,01111,01111,01111,11000,11001,01111,00100,01111,01000,10101,11011,11100,11100,11100,11100,11100,11100,11100
1.813,1.122,1.548,00000,10100,01111,01111,01111,10100,01111,01111,00110,10011,01111,00110,01111,00110,01111,00110,11000,00101,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.515,1.197,0.859,00000,01111,00110,01111,00110,01101,00101,10100,01111,01111,10100,01111,01111,11000,00100,01111,00110,11000,10100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.562,1.72,1.666,00000,01111,10101,01111,00110,01111,01101,00001,01111,01111,01101,01111,01111,10100,00110,01101,11000,10101,01111,01111,00110,11000,10100,10100,11011,11100,11100,11100,11100,11100,11100
1.626,0.673,1.496,00000,01111,01111,10100,00111,01111,00111,01111,00110,01111,00110,01111,00110,11000,00100,10100,11000,00101,01111,01010,00111,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100
1.953,0.898,0.943,00000,01111,00110,01111,01101,01101,01111,01111,01111,01111,01111,11000,00001,01111,01111,01101,01111,10100,01000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.364,1.197,1.345,00000,10101,00110,10100,01111,00110,01111,00110,01111,00110,11000,00100,01111,11000,00101,10101,01111,01111,10101,11000,01101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.428,0.598,0.589,00000,10100,01111,00111,01111,01111,01111,00110,01111,00110,01111,00110,11000,00100,11000,00010,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.25,1.72,1.329,00000,01111,00110,01111,01111,00110,01111,00110,01101,00101,01111,01101,01111,01111,00110,11000,00001,10101,01111,01111,10101,11000,00101,11011,11100,11100,11100,11100,11100,11100,11100
1.982,1.272,0.808,00000,01111,00110,00110,01101,11000,01111,10100,01111,01111,00110,01111,00110,01111,00110,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
2.104,2.394,1.597,00000,10101,01111,00111,01111,00110,01101,00111,10101,01111,00110,01111,00110,01101,01111,10001,01111,00110,11000,00001,01111,00111,11000,00110,11011,11100,11100,11100,11100,11100,11100
1.067,0.972,0.723,00000,01111,10101,01111,00111,10101,01111,00110,11000,01101,01111,10100,01111,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.894,1.945,1.531,00000,01111,10101,01111,00110,01111,00110,01111,00100,11001,00110,11000,00100,01111,00110,10100,11000,00100,01111,01111,10100,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100
1.912,1.945,1.706,00000,01111,01111,00110,01111,01101,00101,10101,01111,01111,01111,10100,01111,11000,01101,00110,10100,00110,11000,10100,10000,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100
1.754,1.122,0.623,00000,01111,00110,10100,00110,01111,01101,01110,01111,01111,01111,01111,10100,11000,01101,00110,11000,10101,11011,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100,11100
0.6,0.972,1.666,00000,01111,01111,00100,01111,01000,10100,01101,01111,01111,01111,01111,00011,01111,10100,01111,01111,01111,01101,01111,10101,01111,11000,00100,11011,11100,11100,11100,11100,11100,11100
0.828,1.346,1.311,00000,10101,00110,01111,00111,10100,01101,00101,01111,00110,01111,00110,01111,00110,11000,00100,01111,00100,01111,01000,10011,11000,00111,11011,11100,11100,11100,11100,11100,11100,11100
1.941,0.748,1.06,00000,01111,01111,00110,01111,01101,01111,10101,00111,01111,00110,01111,01101,01111,10100,00110,01111,00110,11000,10100,11000,00001,11011,11100,11100,11100,11100,11100,11100,11100,11100
