logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30
0.807,0.823,1.635,00000,10101,10000,00111,10000,00111,01110,00110,11011,01110,10000,10101,00101,10000,01001,01001,10000,00111,11001,00010,10010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.076,2.319,1.969,00000,10000,10000,10101,10000,10000,00111,10000,00111,10000,01110,10000,01101,00111,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.096,0.598,1.607,00000,10000,00111,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,11001,00101,10110,10000,11001,10110,01110,10000,10000,10000,11100,11101,11101,11101,11101,11101,11101,11101
1.599,0.673,1.02,00000,10101,10000,01000,10000,00111,10000,00111,10000,00111,11001,00101,10000,10000,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.218,1.272,1.649,00000,10000,10110,10000,00101,10000,01001,10000,10000,10000,00111,10000,00111,10000,00111,11001,00101,10000,10101,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.071,0.524,1.691,00000,10000,10101,10101,00111,01110,00110,11011,01110,10000,10101,00101,10000,01001,01001,11011,10000,11001,00110,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.309,0.823,0.866,00000,10000,10101,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.492,1.047,1.481,00000,10101,10000,10000,10101,10000,01000,10000,01000,10000,01000,10000,11001,01110,00111,11001,00110,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.832,1.122,0.992,00000,10000,00111,10000,00111,01110,01111,10000,00111,10100,10000,01000,11001,01110,10000,00111,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.218,0.299,0.209,00000,10000,10000,10000,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.294,0.898,0.824,00000,10101,00011,10000,00111,10000,00111,10000,01110,11001,10000,10101,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.335,2.394,1.859,00000,10000,10000,01110,10000,10000,10000,10000,00111,10000,00111,01110,00010,10000,01110,10000,10000,10000,00101,10000,01001,10110,10000,00111,11001,10110,11100,11101,11101,11101,11101
1.208,1.646,1.887,00000,10000,10101,10000,10000,10000,00111,01110,00011,10000,01000,10000,01110,00101,10101,01110,10000,10000,10000,01000,10110,11001,01111,10000,11001,00111,11100,11101,11101,11101,11101
1.243,0.0,0.545,00000,10000,10000,10000,10000,10000,10000,01110,10000,10101,01000,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.7,1.795,1.803,00000,10000,10110,10000,00111,10000,00111,10000,10100,10000,00111,01110,00101,10000,11001,00110,01011,01110,10000,10000,10101,10000,11001,00001,11100,11101,11101,11101,11101,11101,11101
1.969,1.496,1.916,00000,10000,10000,10000,10101,01110,10101,10000,10000,10000,10101,10000,10000,10000,10000,10000,11001,00101,10000,10000,11001,00011,11100,11101,11101,11101,11101,11101,11101,11101,11101
0.964,1.346,1.495,00000,10000,10101,10000,10000,10000,00111,01110,10110,10000,01000,10000,01110,10000,10101,01000,10110,11001,00101,10000,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.203,1.197,1.649,00000,10110,00111,10101,10000,00111,10000,00111,10000,00111,11001,00101,10000,11001,00110,10110,10000,10000,10110,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.441,1.795,1.481,00000,10000,10000,01110,10000,10101,10000,10000,00111,10000,00111,10000,00101,11010,00111,11001,00101,10110,10000,10110,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.162,0.224,2.013,00000,10000,10110,10000,10000,10110,10000,10000,10110,10000,10000,10101,10000,10000,10000,10000,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.117,0.075,1.901,00000,10110,10000,00111,10000,00111,01110,10101,10000,01110,10000,10110,10000,10000,10000,10101,10000,11001,00001,10000,00111,11001,01000,10110,11100,11101,11101,11101,11101,11101,11101
1.172,2.468,2.096,00000,10110,01100,00101,10000,01001,01110,00010,10000,10000,00111,10000,00111,10000,00111,11001,00101,10000,00111,10100,10101,01000,11001,01110,11100,11101,11101,11101,11101,11101,11101
1.441,1.496,1.523,00000,10010,10000,00111,10000,01110,10000,10010,00111,10000,01110,01111,10000,01000,10000,10000,10101,11001,01110,00111,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.446,0.598,1.385,00000,10000,10000,10101,10000,10000,10000,10101,01110,11001,10000,10000,10000,11001,01111,01100,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.36,0.524,0.475,00000,10101,10000,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.142,1.496,1.663,00000,10000,10000,00011,10000,10110,10000,01000,10110,10000,00111,11001,01110,10000,10101,10000,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.538,0.598,1.188,00000,10000,10000,10000,10000,10000,10000,10101,10000,00101,10000,01001,10101,10000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.822,1.496,1.439,00000,10000,00111,10000,10000,00111,01110,10000,10110,10000,00111,10000,00111,11001,00001,10000,10000,10110,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.457,2.169,2.096,00000,10110,00111,01110,10000,10110,10000,10000,11011,10000,01110,00010,10000,00111,10000,00111,10000,00111,11001,00101,10110,01000,11001,10101,11100,11101,11101,11101,11101,11101,11101
2.36,0.748,1.859,00000,10000,00111,10000,01110,01000,10000,00111,10101,10000,00111,11011,10000,11001,01110,01000,11001,01111,00111,11011,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.492,1.272,1.3,00000,10000,10000,10000,00111,11011,10000,01011,01110,10000,01000,10000,10000,10101,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.426,1.346,1.02,00000,10000,10101,10000,10000,00111,10000,00111,10000,01110,11001,10000,00100,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.934,1.87,1.468,00000,10000,10000,10000,10000,00111,01110,10000,10110,10000,00111,10000,00111,11001,00001,10000,10000,10110,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.203,2.02,2.141,00000,10101,10000,10000,00111,01110,10000,10001,10000,00111,01110,10000,10001,10000,01110,10000,10110,00111,11001,00110,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.634,1.87,1.327,00000,10000,10000,10000,10000,10000,00111,10000,01110,10000,10110,00111,10000,00101,10000,01001,10110,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.746,1.945,2.22,00000,10000,10000,10000,10000,10101,10000,10000,00111,10000,01110,10000,10001,00111,10000,01110,10000,10001,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.548,1.945,2.025,00000,10000,10000,10000,10101,10000,10000,00111,10000,01110,10000,10001,00111,10000,01110,10000,10001,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.391,1.795,1.468,00000,10000,00111,10101,00111,10000,01110,00010,10110,10000,10000,10000,10000,10101,10000,11001,00101,00111,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.959,2.394,1.831,00000,10110,10000,01000,10000,00111,01110,00010,11011,10000,00111,10000,00111,10000,00111,11001,00101,10000,01000,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.797,2.169,2.429,00000,10000,10101,10000,10000,00111,10000,00111,10000,01110,10000,10011,00111,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.462,1.047,1.09,00000,10000,10000,00101,10000,01001,10101,10000,00111,10000,00111,10000,01110,10000,10110,00111,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.177,0.898,1.286,00000,10000,10101,10000,10000,10000,00111,01110,01111,10000,01000,10000,01000,10110,11001,01110,10000,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.086,1.795,2.486,00000,01101,10000,00111,10000,00111,10000,10100,10000,00111,01110,00101,10000,11001,00110,01011,01110,10000,10000,10101,10000,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101
1.771,1.72,1.495,00000,10000,10000,10000,00111,10000,00111,01110,10000,10110,10101,00111,10101,00111,11001,00001,11011,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.507,1.272,1.649,00000,10000,10000,01000,10110,10000,01110,01000,10000,00111,10101,10000,10000,10000,11001,00101,10000,10000,11001,00101,01000,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
1.776,2.094,1.607,00000,10110,10000,01000,10000,01000,10000,00111,11001,00101,10110,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.766,1.571,1.705,00000,10110,10000,10000,10000,01000,10110,10000,01110,00110,10000,00111,10000,10000,10101,10000,11001,00101,01000,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.548,1.945,2.025,00000,10000,10000,10000,10101,10000,10000,00111,01110,10000,10001,10000,00111,10000,00111,11001,00001,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.391,1.122,1.103,00000,10000,10110,10000,00111,10000,00111,10000,01110,11001,10000,01001,00111,11001,01111,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.365,1.496,1.887,00000,10000,10000,10000,10000,00101,10000,01001,10110,10000,10000,11001,00101,10000,10000,00111,10101,00111,10101,11001,01110,10000,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.792,2.02,2.84,00000,10101,11011,00101,10000,01001,00101,10000,01001,10000,00111,01110,10000,10110,10000,01110,10000,10001,00111,10000,01110,10000,10001,00111,11001,00110,10001,11100,11101,11101,11101
0.949,1.272,1.774,00000,10000,10000,01110,00101,10000,00101,10000,01001,10110,10000,10000,10000,10000,01110,11010,10110,11001,01110,10000,11001,00010,10000,00101,10000,01001,10110,11100,11101,11101,11101
2.091,2.094,1.663,00000,10000,10000,10000,10000,00111,10000,00111,01110,00110,10000,01110,10000,10000,00111,11001,00001,10110,10000,10000,10110,11001,00110,11100,11101,11101,11101,11101,11101,11101,11101
0.817,0.673,1.69,00000,10101,10000,00111,10000,00111,01110,10101,10000,00101,10000,01001,10101,10000,10000,00101,10000,01001,10110,10000,00111,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
0.736,0.748,0.727,00000,10000,10101,10000,01000,10000,01110,11010,10000,10000,10101,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.898,1.496,1.398,00000,10000,00111,00111,01110,11001,10000,10101,10000,10000,00111,10000,00111,01110,10000,10000,10000,00111,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.827,1.72,1.369,00000,10000,10000,10101,10000,10000,00111,10000,01110,10000,10010,00111,10000,01110,10000,10010,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.868,1.87,1.775,00000,10000,10110,10000,00111,10000,00111,10100,10000,00111,01110,00001,10000,11001,01110,00111,11001,00110,10000,10000,10101,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101
2.116,2.543,2.027,00000,10000,10000,00111,10000,00111,10000,01110,01000,11011,10000,00111,10101,00111,01110,10000,10110,10101,00111,11001,00001,00111,11001,00111,11100,11101,11101,11101,11101,11101,11101
1.695,0.898,1.384,00000,10000,00111,10000,00111,10000,00111,01110,01111,10100,10000,11001,01110,00111,11001,00110,10000,10101,10000,10000,11001,00110,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.406,1.496,1.495,00000,10010,10000,00111,10000,00111,10000,00111,11001,00101,10101,10000,10000,10101,10000,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.751,0.972,1.578,00000,10110,00111,01110,10000,10110,10000,10000,10000,10000,10000,01110,11010,10110,11001,01110,10000,11001,00001,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101
1.36,1.197,0.894,00000,10000,10110,10000,00111,10000,00111,01110,11001,10000,10101,10000,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.705,1.72,1.752,00000,10010,10000,00111,10000,00111,01110,01111,10000,01000,10000,10000,10101,11001,01110,10000,00111,11001,10110,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.868,1.346,1.244,00000,10000,10000,10000,10000,00011,10000,10000,10000,00111,10100,10000,01000,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.837,1.122,1.454,00000,10000,00111,10110,10000,01110,01000,10000,10000,10101,10000,10000,10000,11001,00101,10000,10000,11001,00101,00111,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101
2.751,1.72,1.762,00000,10000,10000,10000,10000,10000,00111,10000,01110,10000,10000,00111,10000,00111,10000,00111,10000,11001,00101,01000,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.401,2.394,2.124,00000,10101,11011,00101,10000,01001,00101,10000,01001,10110,10000,00111,10000,00111,10000,00101,11010,00111,11001,00101,10000,10000,10000,00111,11001,00001,11100,11101,11101,11101,11101
1.553,1.197,1.761,00000,10000,10000,10000,00111,01110,10101,10101,10000,00101,10000,01001,10000,10000,01110,10000,10000,10000,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101,11101
1.984,2.244,1.804,00000,10000,10000,10000,10000,10000,00111,10000,00111,01110,01111,10000,01000,10000,10000,10101,11001,01110,10000,00111,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.873,1.421,1.425,00000,10101,10000,10000,00111,10000,00111,10000,00111,11001,00101,10000,01110,10000,10010,01110,10000,10010,10010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.462,1.945,1.914,00000,10000,10110,10000,10000,10110,10000,00111,10000,00111,01110,00101,10000,00111,11001,00101,10110,10000,10000,10110,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101
2.36,0.748,1.859,00000,10000,00111,11011,10000,01110,01000,10000,00111,10101,10000,00111,11011,10000,11001,01110,01000,11001,01111,00111,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101
0.173,0.748,1.774,00000,10000,10000,00111,10101,01110,00101,10000,10110,10000,10000,10110,10000,00101,10000,01001,10100,10000,11001,10101,01001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.203,2.319,2.251,00000,10101,10000,01000,10000,01110,01111,10000,00111,10000,00111,11011,11001,01110,10000,10000,10000,00111,11011,10000,01011,01110,11001,00111,11100,11101,11101,11101,11101,11101,11101
1.563,0.898,0.937,00000,10000,10000,10000,10000,10000,10000,10101,00111,01110,10000,10101,10000,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.578,1.72,1.634,00000,10110,00111,01110,00010,10101,10000,00111,10000,00111,10000,01000,11001,00101,10000,01110,10000,10010,01110,10000,10010,10010,11100,11101,11101,11101,11101,11101,11101,11101,11101
2.132,2.244,2.388,00000,10000,10000,00111,10000,00111,01110,10000,10001,10000,01110,10000,10001,00111,11001,01111,10101,10000,01000,10000,10000,10101,11001,01110,11100,11101,11101,11101,11101,11101,11101
0.929,0.748,0.727,00000,10000,10000,01110,10000,10101,10000,10000,00111,10100,10000,01000,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.375,1.197,1.271,00000,10010,10000,00111,10000,00111,10000,01110,01111,10000,01000,10000,10000,10101,11001,01110,00111,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.03,1.571,1.481,00000,10110,00111,01110,10000,10110,10000,10101,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.472,1.122,1.439,00000,10101,10000,10000,10000,00111,10100,10000,00111,10000,00111,01110,10000,10110,10000,00111,11001,00010,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.39,1.122,3.017,00000,10000,10000,10000,10000,10101,10000,10000,00111,10000,00111,10000,01110,10000,10011,00111,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.487,1.795,1.991,00000,10000,10000,10000,10000,10101,10000,10000,00111,10000,01110,10000,10010,00111,10000,01110,10000,10001,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.086,0.673,1.83,00000,10110,00111,10100,10000,00101,10000,01001,10101,01110,00101,10000,10110,10000,10000,10110,10000,00111,11001,10101,10010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.685,1.346,1.663,00000,10000,10000,10000,00111,01110,01000,10000,10000,10101,10000,10000,10000,11001,00101,10000,10000,11001,00101,10110,10101,01011,01000,11100,11101,11101,11101,11101,11101,11101,11101
1.243,0.748,1.229,00000,10101,10000,01000,10000,01110,10000,10110,01000,10000,00111,10000,00111,10000,00111,11001,10110,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.005,0.972,1.315,00000,10000,10101,10000,10000,10000,10000,10000,10000,11001,00101,01110,10000,10000,10000,11001,00101,01110,10000,10000,10000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.675,1.87,1.817,00000,10000,10110,10000,00111,10000,00111,10000,00111,11001,00101,10000,10000,10000,10000,10101,10000,11001,01110,10000,11001,00110,11100,11101,11101,11101,11101,11101,11101,11101,11101
2.406,1.945,2.012,00000,10000,10000,10000,10101,10000,10000,00111,10000,00111,01110,00110,10000,01110,10000,10010,01110,10000,10010,10010,10000,00111,11001,00010,11100,11101,11101,11101,11101,11101,11101
1.157,1.272,1.286,00000,10000,10000,01000,10110,10000,01110,00110,10000,00111,10000,10000,10101,10000,11001,00101,01000,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.36,2.169,1.962,00000,10110,00111,01110,10000,10110,10000,10101,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,11001,00101,10001,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.863,1.945,1.608,00000,10101,10000,01000,10000,01110,00010,10000,10000,00111,10000,00111,10000,00111,11001,00101,10000,10000,10000,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.162,0.524,1.565,00000,10101,10000,10000,00111,10101,01110,00101,10000,10110,10000,10000,10110,10000,00101,10000,01001,10101,01011,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.517,0.823,2.055,00000,10000,10000,00111,10101,10000,00111,01110,01111,10000,00111,10000,00111,11011,11001,01110,10101,00111,11001,00010,11011,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
0.832,0.299,0.978,00000,10000,10000,00111,01110,00001,10101,10000,01110,10000,10000,01001,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.249,1.272,1.244,00000,10110,00111,10000,10000,10101,01110,00110,10000,00111,10000,00111,10000,00111,11001,00101,10101,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.893,1.795,1.65,00000,10000,10101,10000,10000,10000,10000,01110,10101,10000,00111,10000,00111,10000,01110,10000,10110,00111,11001,00001,10000,11001,01000,11100,11101,11101,11101,11101,11101,11101,11101
1.934,2.319,1.802,00000,10000,10000,00111,10000,00111,10000,00111,11001,00101,10110,10000,00111,10101,00111,01110,10000,10110,10101,00111,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.03,0.673,1.173,00000,10000,10000,00111,01110,01111,10101,10000,00101,10000,01001,10000,10000,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.365,0.15,0.741,00000,10000,10000,01110,10000,10000,10000,10000,10101,00111,01110,10000,10101,10000,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.578,1.87,1.733,00000,10000,00111,10000,00111,10101,00111,10000,01110,01111,10000,01000,10000,10000,10101,11001,01110,00111,10000,11001,10110,00111,11001,00011,11100,11101,11101,11101,11101,11101,11101
1.477,1.272,1.761,00000,10000,10000,00111,01110,00011,10101,10000,00101,10000,01001,10000,01110,10000,10000,10000,01110,10000,10000,10000,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101
2.157,0.374,1.327,00000,10000,00111,10000,00111,10000,00101,11010,00111,11001,00101,10100,10000,00111,10000,01000,10000,00111,11001,00101,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101
2.284,1.197,1.454,00000,10000,10000,10000,10000,10000,10101,10000,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.842,1.646,2.177,00000,10101,10000,01000,10000,01110,10000,10101,00111,10000,01110,10000,10001,00111,01110,10000,10001,10000,00111,10000,11001,01111,01000,11001,01000,11100,11101,11101,11101,11101,11101
0.34,0.972,2.082,00000,10000,10000,00101,10000,01001,10101,10000,01000,10101,00111,01110,00110,11011,01110,10000,10101,00101,10000,01001,01001,11011,11001,00110,11100,11101,11101,11101,11101,11101,11101
1.426,1.272,1.733,00000,10000,10000,00111,01110,01000,10101,10000,00101,10000,01001,10000,10000,10000,10000,10000,11001,11010,10000,00101,10000,01001,10110,11100,11101,11101,11101,11101,11101,11101,11101
1.36,0.524,0.475,00000,10101,10000,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.837,1.047,1.467,00000,10110,00111,10101,10000,10000,10101,01110,00110,10000,00111,10000,00111,10101,00111,11001,00101,10101,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.304,1.72,1.439,00000,10000,10110,10000,00111,10000,00111,10000,01110,01111,10000,01000,10000,10000,10101,11001,01110,00111,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.391,1.122,1.103,00000,10000,10110,10000,00111,10000,01110,11001,10000,01001,00111,10000,00111,11001,01111,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.492,1.197,1.104,00000,10000,10000,10000,00111,01110,01111,10000,10000,10000,10000,10101,11001,01110,10110,10101,01011,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.218,0.673,1.048,00000,10000,10101,10100,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,11001,00101,11001,00010,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.533,1.72,2.129,00000,10110,00111,10101,10000,00111,10000,00111,01110,10000,10001,10000,00111,11001,00001,10000,11001,00010,10110,10000,10000,10110,11001,01110,11100,11101,11101,11101,11101,11101,11101
1.183,1.272,1.468,00000,10110,10000,00111,10000,00111,10000,00111,11001,00101,10101,10000,10000,10101,10000,10000,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.177,1.346,1.943,00000,10000,10000,10000,01110,10000,10000,10000,01110,11001,10000,10000,10000,00101,10000,01001,10101,10000,00101,10000,01001,10101,10000,11001,00010,01001,11100,11101,11101,11101,11101
2.934,0.972,1.692,00000,10000,10000,00101,00010,00111,10000,00111,10000,00111,10000,00111,11001,00101,10000,00111,10000,00111,10000,00111,11001,00101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.457,1.197,1.216,00000,10000,10000,00111,10000,00111,01110,01111,10000,01000,10000,10000,10101,11001,01110,10000,00111,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
0.995,0.972,1.034,00000,10000,00111,10000,00111,01110,01111,10000,01000,10000,10000,10101,11001,01110,10101,00111,11001,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.583,2.169,1.705,00000,10000,10110,10000,00111,10000,00111,01110,11001,10110,10000,10000,01110,00001,10000,10000,01110,10000,10000,10101,00111,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101
0.731,0.449,0.531,00000,10101,10000,10000,10000,00111,10100,10000,01000,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.512,0.748,0.671,00000,10000,10000,00111,10000,00111,01110,11001,10000,10101,10000,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
2.279,2.244,1.733,00000,10110,10000,00111,10000,00111,01110,10110,10000,00111,10000,00111,10000,00111,10101,00111,11001,00101,10000,00111,11001,00111,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.964,0.823,1.872,00000,10000,10000,10101,01110,10000,10000,10101,01000,10000,00111,10000,00111,01110,00101,10000,00101,10000,01001,10110,10000,00111,11001,00110,11100,11101,11101,11101,11101,11101,11101
2.187,1.72,1.636,00000,10000,10000,01110,10000,10000,10000,10000,10000,00011,10000,10000,10000,00111,10100,10000,01000,11001,01110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.512,1.272,1.696,00000,10101,10000,01000,10000,01110,10000,10101,00111,10000,00111,01110,10000,10001,10000,00111,10000,11001,00001,01000,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.167,0.823,1.468,00000,10000,10000,10000,10000,10000,01000,10000,01110,10000,10101,01000,10000,01110,10000,10101,00111,11001,01111,10000,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.761,1.272,1.207,00000,10101,10000,10000,00111,10000,01110,10000,10010,00111,10000,01110,10000,10001,00111,11001,01111,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.766,1.047,1.425,00000,10000,10000,00111,10000,01110,10000,10110,01000,10000,00111,10000,01110,10000,10110,00111,10000,00111,11001,10101,11001,00001,11100,11101,11101,11101,11101,11101,11101,11101,11101
1.406,1.496,1.495,00000,10010,10000,00111,10000,00111,10000,01110,00110,10101,10000,10000,10101,10000,10000,11001,00101,00111,11001,10101,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
1.172,0.075,0.014,00000,10000,10000,10000,10000,10110,11100,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101,11101
