logP,qed,mw,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30
0.428,0.449,1.864,00000,10000,10000,10000,10000,00101,10000,01001,10110,01110,00010,10111,11100,01110,10000,10000,00101,10000,01001,01001,10000,11010,10111,01001,11101,11110,11110,11110,11110,11110,11110
1.244,1.047,1.53,00000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,10000,10000,10000,11010,11010,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.294,1.197,1.725,00000,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,01110,10000,10000,10000,11010,11011,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110
1.369,1.272,1.725,00000,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110
0.72,0.823,1.614,00000,10111,00111,01110,10000,10111,10000,10110,10000,10000,10000,01110,11010,10000,11100,10000,11010,00001,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.244,1.197,1.697,00000,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,10000,10000,11010,11010,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110
1.047,0.748,1.335,00000,10000,10000,00111,01110,10111,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
0.851,0.299,0.973,00000,10000,10000,00111,01110,00001,10110,10000,01110,10000,10000,01001,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.047,0.673,1.168,00000,10000,10000,00111,01110,01111,10110,10000,00101,10000,01001,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.566,1.496,1.92,00000,10000,10000,01110,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110
1.369,1.197,1.725,00000,10000,10000,00111,01110,01000,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110
1.244,1.047,1.53,00000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,10000,10000,10000,11010,11011,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.566,1.197,1.753,00000,10000,10000,00111,01110,01000,10110,10000,00101,10000,01001,10000,10000,01110,10000,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110
1.5,1.72,1.836,00000,10000,10000,00111,01110,00111,10110,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,11010,00101,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110
1.566,1.496,1.92,00000,10000,10000,00111,01111,11010,10000,10110,10000,00101,10000,01001,10000,10000,10000,01110,10000,10000,01110,10000,10000,10000,11010,00101,10000,00101,10000,01001,10111,11101,11110
1.173,0.972,1.53,00000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.636,0.0,1.753,00000,10000,10000,00111,01110,10111,10110,10000,00101,10000,01001,10000,10000,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.591,2.02,2.12,00000,10111,00111,01110,10000,10111,10000,00101,11010,00111,10001,10110,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,11010,00101,11101,11110,11110,11110,11110,11110,11110
1.566,1.197,1.753,00000,10000,10000,00111,01110,01000,10110,10000,00101,10000,01001,10000,10000,10000,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110
1.304,1.496,1.641,00000,10000,00111,01110,00111,10110,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,11010,00101,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110
1.218,1.122,1.809,00000,10000,10000,00111,01110,00010,10110,10000,00101,10000,01001,10000,11100,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.369,1.272,1.725,00000,10000,10000,00111,01110,01000,10110,10000,00101,10000,01001,10000,10000,10000,10000,11010,11011,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110
1.636,0.673,2.488,00000,10000,10000,00111,01111,11010,10000,10110,10000,00101,10000,01001,10000,01110,10000,10000,10000,10000,11010,11011,01110,10000,10001,10001,10000,00101,10000,01001,10111,11101,11110
1.369,0.972,1.558,00000,10000,10000,00111,01110,00111,10110,10000,00101,10000,01001,10000,01110,10000,10000,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110
1.369,1.122,1.558,00000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,10000,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.41,0.15,1.697,00000,10000,10000,00111,10000,00111,10000,00101,10000,01001,10110,10000,00101,11010,00111,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.329,1.047,1.53,00000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,00111,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.173,0.972,1.53,00000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.244,1.047,1.53,00000,10000,10000,00111,01110,00111,10110,10000,00101,10000,01001,10000,01110,10000,10000,10000,10000,11010,11011,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110
1.636,1.496,1.92,00000,10000,10000,00111,01110,00111,10110,10000,00101,10000,01001,10000,10000,10000,10000,10000,10000,11010,00101,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110
1.173,1.272,1.836,00000,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,01110,10000,10010,10010,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110
1.173,0.898,1.363,00000,10000,10000,00111,01110,10111,10110,10000,00101,10000,01001,10000,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.44,0.524,2.293,00000,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,01110,10000,10001,10001,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110
1.49,1.272,1.753,00000,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,01110,10000,10000,10000,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110
1.566,1.346,1.753,00000,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,01110,10000,10000,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110
1.44,1.272,1.725,00000,10000,10000,00111,01110,01000,10110,10000,00101,10000,01001,10000,10000,10000,10000,10000,11010,01110,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110
1.833,0.0,1.948,00000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,10000,10000,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110
2.462,0.972,1.684,00000,10000,00111,10000,10101,10000,00111,10000,00111,10000,00111,10000,00111,10000,11010,00101,01000,10000,01011,01000,11010,00110,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.44,0.972,1.558,00000,10000,10000,00111,01110,00010,10110,10000,00101,10000,01001,10000,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
2.044,0.823,1.711,00000,10111,00111,10000,00111,10000,00111,10000,00111,10000,00111,10000,11010,00101,01000,10000,11010,00110,00111,10101,11010,01000,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.566,1.421,1.92,00000,10000,10000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110
1.173,0.972,1.53,00000,10000,00111,01110,00011,10110,10000,00101,10000,01001,10000,10000,10000,11010,11010,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110
1.385,0.075,1.906,00000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,10000,10000,10000,10000,00100,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.113,1.047,1.614,00000,10110,10000,10000,10000,00111,10000,00111,10000,10110,00111,01110,10000,10111,10110,01110,00101,10000,11010,00010,01011,00101,10000,11010,01000,11101,11110,11110,11110,11110,11110
1.566,1.197,1.753,00000,10000,10000,10000,00111,01110,10110,10110,10000,00101,10000,01001,10000,10000,01110,10000,10000,10000,10000,00101,10000,01001,10111,11101,11110,11110,11110,11110,11110,11110,11110
2.316,0.524,1.517,00000,10000,10000,01000,10000,00111,10000,00111,11010,00101,10101,10000,00111,10000,00111,10000,00111,11010,00101,11010,00110,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
2.165,0.374,1.322,00000,10000,00111,10000,00111,10000,00101,11011,00111,11010,00101,10101,10000,00111,10000,01000,10000,00111,11010,00101,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.495,2.02,1.67,00000,10000,10000,10000,10000,00111,01110,10111,10000,01000,10000,01110,10000,10000,01000,10111,11010,00101,10000,10110,10000,11010,10110,11101,11110,11110,11110,11110,11110,11110,11110
1.812,1.047,1.586,00000,10000,10111,10000,00101,10000,01001,10000,00111,10110,00111,10000,00111,10000,00111,10000,11010,00101,00111,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.233,0.299,0.695,00000,10000,10000,10110,10000,00111,10000,00111,10000,11010,00101,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.319,0.972,0.876,00000,10000,10000,00101,10000,01001,10110,10000,00111,10000,00111,10110,00111,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.591,1.72,1.626,00000,10111,00111,01110,00010,10110,10000,00111,10000,00111,10000,01000,11010,00101,10000,01110,10000,10010,01110,10000,10010,10010,11101,11110,11110,11110,11110,11110,11110,11110,11110
2.094,1.272,1.545,00000,10000,10110,10000,00111,10000,00111,01110,10110,10101,10000,00111,10000,00111,10000,00111,11010,00110,11010,00101,10000,11010,01000,11101,11110,11110,11110,11110,11110,11110,11110
1.918,0.224,0.779,00000,10000,00111,10000,00111,10000,01000,10000,00111,10000,11010,00101,00111,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
2.165,0.374,1.322,00000,10000,00111,10000,00111,10000,00101,11011,00111,11010,00101,10101,10000,00111,10110,00111,10000,00111,11010,00101,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.44,0.15,0.667,00000,10000,10000,00101,10000,01001,10000,00111,10000,00111,10000,01000,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.812,1.047,1.586,00000,10000,10111,10000,00101,10000,01001,10000,00111,10000,00111,10000,00111,10000,00111,11010,00101,10000,01000,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.233,1.272,1.642,00000,10000,10111,10000,00101,10000,01001,10000,10000,10000,00111,10000,00111,10000,00111,11010,00101,10000,10110,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.928,1.795,1.767,00000,10000,10111,10000,00111,10000,00111,10101,10000,00111,01110,00001,10000,11010,01110,00111,11010,00110,10000,00111,10110,10000,11010,01111,11101,11110,11110,11110,11110,11110,11110
1.767,1.646,1.391,00000,10111,00111,01110,10000,10111,10000,00111,10110,00111,10000,00111,10000,00111,10000,11010,00101,00111,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.777,0.673,1.572,00000,10111,10000,00111,10000,00111,10101,10000,00111,01110,00001,10000,11010,01110,00111,11010,00110,10000,00111,10110,10000,11010,01111,11101,11110,11110,11110,11110,11110,11110,11110
1.193,1.272,1.447,00000,10111,00111,01110,10000,10111,10000,10000,10000,00111,10000,00111,10000,00111,11010,00101,10000,10110,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.883,0.972,1.739,00000,10111,10000,10000,00111,10000,00111,10000,00111,10000,00111,10000,11010,00101,01000,10000,11010,00110,00111,10101,11010,01000,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.017,0.823,0.876,00000,10000,10110,10000,00101,10000,01001,10000,00111,10000,00111,10110,00111,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.319,0.972,0.876,00000,10000,10000,00101,10000,01001,10110,10000,00111,10000,00111,10000,01000,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.626,0.898,0.862,00000,10000,10000,00101,10000,01001,10110,10000,00111,10000,00111,10000,00111,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.923,0.898,1.35,00000,10000,00111,10000,00111,01110,10110,10101,10000,00111,10000,00111,10000,00111,11010,00110,11010,00101,10000,10110,11010,01000,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.304,1.795,1.475,00000,10000,10000,10000,01000,10111,10000,01110,00110,10000,00111,10000,10000,10110,10000,11010,00101,01000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
0.811,0.898,1.294,00000,10110,10000,01000,10111,10000,01110,00110,10000,00111,10000,10000,10110,10000,11010,00101,01000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
2.019,1.047,1.475,00000,10000,10000,10000,10000,10000,10000,10110,10000,00111,10000,00111,10000,11010,00101,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.244,0.0,0.472,00000,10111,00111,10000,00111,10000,00111,10110,00111,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.626,1.047,1.085,00000,10000,10000,10000,10000,10110,10000,00111,10000,00111,10000,11010,00101,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.43,0.748,0.89,00000,10000,10000,10000,10110,10000,00111,10000,00111,10000,11010,00101,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.505,0.299,0.946,00000,10000,10000,10110,10000,10000,10000,10000,10000,10000,11010,00001,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.475,2.02,1.67,00000,10000,10111,10000,00111,10000,00111,01110,00001,10000,00111,11010,00101,10111,10000,10000,10110,10000,10000,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.938,2.094,1.601,00000,10000,10110,01110,10000,10000,10000,10000,10000,00111,10101,10000,00111,10000,00111,10000,00111,11010,00110,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.792,2.244,1.823,00000,10000,10110,01110,10000,10000,10000,10000,10000,00111,10101,10000,00111,10000,00111,01110,10000,10111,10000,00111,11010,00010,11010,00001,11101,11110,11110,11110,11110,11110,11110
1.244,0.0,0.472,00000,10111,00111,10000,00111,10000,00111,10000,01000,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.052,1.795,1.684,00000,10000,10110,01110,10000,10000,10000,01000,10111,10000,01110,00110,10000,00111,10000,10000,10110,10000,11010,00101,01000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110
1.828,0.673,1.168,00000,10111,00111,10000,00111,10110,00111,10000,00111,10000,00111,10000,11010,00101,00111,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.168,0.0,1.28,00000,10111,10000,00111,10000,00111,01110,00101,10000,00111,11010,00101,10111,10000,10110,10000,10000,11010,00110,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.369,1.496,1.475,00000,10000,10000,01000,10111,10000,01110,10110,10000,00111,10000,10000,01110,10000,10000,10110,10000,11010,00001,01000,11010,10110,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.178,0.449,0.96,00000,10000,10000,10110,10000,10000,10110,01110,11010,10000,10000,10000,11010,00001,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.843,0.598,1.712,00000,10111,00111,01110,00110,10110,10000,10000,10000,10000,10000,11010,00101,10110,10000,10000,10000,10000,10000,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.777,0.898,1.602,00000,10000,10000,10110,01110,11010,10000,10000,10000,00101,10000,01100,10110,01110,11010,10000,10000,10000,10000,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.017,0.823,0.876,00000,10000,10110,10000,00101,10000,01001,10000,00111,10000,00111,10000,01000,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.319,0.972,0.876,00000,10000,10000,00101,10000,01001,10110,10000,00111,10000,01000,10000,00111,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.309,0.075,0.752,00000,10000,10000,10110,10000,10000,10000,10000,10000,11010,00101,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.697,0.972,1.378,00000,10000,10000,10110,01110,11010,10000,10000,10000,00101,10000,01001,10110,01110,11010,10000,10000,10000,10000,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.374,0.673,1.155,00000,10000,10000,10110,10000,10000,10000,10110,01110,11010,10000,10000,10000,11010,01111,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.264,0.374,1.184,00000,10000,10000,10110,10000,10000,10110,01110,11010,10000,10000,10000,11010,00001,01100,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.46,0.598,1.379,00000,10000,10000,10110,10000,10000,10000,10110,01110,11010,10000,10000,10000,11010,01111,01100,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.299,1.496,1.475,00000,10000,10000,01000,10111,10000,01110,10110,10000,00111,10000,01110,10000,10000,10000,10110,10000,11010,00001,01000,11010,10110,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.546,1.346,1.67,00000,10000,10000,01000,10111,10000,01110,00011,10000,00111,10000,10000,01110,10000,10000,10110,01110,10000,10000,10000,11010,01111,01000,11010,01000,11101,11110,11110,11110,11110,11110
1.47,1.272,1.67,00000,10000,10000,01000,10111,10000,01110,00011,10000,00111,10000,01110,10000,10000,10000,10110,01110,10000,10000,10000,11010,01111,01000,11010,01000,11101,11110,11110,11110,11110,11110
1.279,2.094,1.725,00000,10010,10000,10000,10000,01000,10111,10000,01110,00110,10000,00111,10000,10000,10110,10000,11010,00101,01000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
2.16,1.197,1.935,00000,10000,10000,10000,10000,10110,10000,10000,10000,10110,01110,01110,10000,10000,10000,10000,10000,11010,00010,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.515,0.524,0.89,00000,10000,10000,01110,10000,10000,10110,10000,00111,10000,00111,10000,11010,00101,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.571,0.898,1.35,00000,10000,10000,10110,10000,10000,10000,10000,10110,01110,11010,10000,10000,10000,11010,00110,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
0.765,1.272,1.502,00000,10111,10000,10000,01000,10111,10000,01110,00110,10000,00111,10000,10000,10110,10000,11010,00101,01000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.344,1.72,1.447,00000,10000,00111,10000,01000,10111,10000,01110,00110,10000,00111,10000,10000,10110,10000,11010,00101,01000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.666,2.244,1.753,00000,10111,00111,01110,00010,10110,10000,00111,10000,00111,10000,01000,11010,00101,10000,00111,10000,00111,10000,01000,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.43,1.346,1.355,00000,10111,00111,01110,11010,10000,10001,10110,10000,00111,10000,00111,10000,01000,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.223,1.646,1.879,00000,10000,10110,10000,10000,10000,00111,01110,00011,10000,01000,10000,01110,00101,10110,01110,10000,10000,10000,01000,10111,11010,01111,10000,11010,00111,11101,11110,11110,11110,11110
0.982,1.346,1.489,00000,10000,10110,10000,10000,10000,00111,01110,10111,10000,01000,10000,01110,10000,10110,01000,10111,11010,00101,10000,11010,10110,11101,11110,11110,11110,11110,11110,11110,11110,11110
1.173,1.272,1.28,00000,10000,10000,01000,10111,10000,01110,00110,10000,00111,10000,10000,10110,10000,11010,00101,01000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.193,0.898,1.28,00000,10000,10110,10000,10000,10000,00111,01110,01111,10000,01000,10000,01000,10111,11010,01110,10000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.269,0.15,1.141,00000,10000,10000,00101,10000,01001,10110,10000,10000,10000,10000,10000,10000,11010,00001,01001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.349,1.122,1.475,00000,10000,10000,01000,10111,10000,01110,10110,10000,00111,10000,10000,10110,01110,10000,10000,10000,11010,00001,01000,11010,10110,11101,11110,11110,11110,11110,11110,11110,11110,11110
0.785,1.571,1.697,00000,10111,10000,10000,10000,01000,10111,10000,01110,00110,10000,00111,10000,10000,10110,10000,11010,00101,01000,11010,10111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.531,0.673,0.946,00000,10000,10000,00101,10000,01001,10110,10000,10000,10000,10000,10000,10000,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.888,0.748,1.543,00000,10000,10000,01110,10000,10001,10000,10110,01110,10000,10000,10000,10000,01110,10000,10000,10001,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.656,1.346,2.389,00000,10000,10110,01110,11011,10000,10000,01101,10000,10000,01101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.052,1.197,0.918,00000,10000,10110,01110,10000,10000,10000,10000,10000,00111,10110,00111,10101,11010,01110,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
0.947,0.748,0.723,00000,10000,10000,01110,10000,10110,10000,10000,00111,10101,10000,01000,11010,01110,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
0.947,0.748,0.723,00000,10000,10000,01110,10000,10110,10000,10000,00111,10101,10000,01000,11010,01110,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
0.881,0.748,0.723,00000,10000,10110,10000,10000,10000,00111,10110,00111,10101,11010,01110,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
0.906,0.673,0.723,00000,10000,10000,01000,10000,00111,01110,11011,10000,10000,10110,10101,11010,01111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
2.165,1.646,1.879,00000,10000,00111,11100,10000,01110,00011,10000,00111,10110,10000,00101,11011,01000,11010,01110,11100,10000,10000,11010,00101,00111,11010,01000,11101,11110,11110,11110,11110,11110,11110
2.522,0.823,2.046,00000,10000,10000,00111,10110,10000,00111,01110,01111,10000,00111,10000,00111,11100,11010,01110,10110,00111,11010,00010,11100,11010,01000,11101,11110,11110,11110,11110,11110,11110,11110
0.906,0.673,0.723,00000,10000,10000,10110,00111,10101,10000,01011,01110,10000,10000,10110,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
2.522,0.823,2.046,00000,10000,10000,00111,11100,10000,01000,10000,01110,01111,10000,00111,10000,00111,11100,11010,01110,00111,10110,11010,01000,11010,00010,11101,11110,11110,11110,11110,11110,11110,11110
2.366,0.748,1.851,00000,10000,00111,11100,10000,01110,01000,10000,00111,10110,10000,00111,11100,10000,11010,01110,01000,11010,01111,00111,11010,01000,11101,11110,11110,11110,11110,11110,11110,11110,11110
0.755,0.748,0.723,00000,10000,10110,10000,01000,10000,01110,11011,10000,10000,10110,00111,11010,01111,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
0.629,0.224,0.752,00000,10000,10110,10000,10110,10000,00111,11010,01110,10000,10000,10110,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.722,1.421,1.058,00000,10000,10110,10000,01110,10000,10000,10000,10000,00111,10000,00111,10000,00111,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.51,1.87,1.822,00000,10111,00111,01110,10000,10111,10000,10000,00111,10000,00101,10000,01001,10111,10000,00111,10000,00111,10000,00111,11010,10111,11010,00101,11101,11110,11110,11110,11110,11110,11110
1.108,0.0,1.502,00000,10111,01000,10110,01110,11011,10000,10000,10010,10000,00101,10000,01001,10110,10000,10000,10010,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110,11110
2.039,2.094,1.572,00000,10111,00111,01110,10000,10111,10000,10000,00111,10000,00111,10000,00111,10000,00111,10000,00111,11010,00010,11010,00101,11101,11110,11110,11110,11110,11110,11110,11110,11110,11110
1.556,0.898,1.655,00000,10000,10000,00111,10000,00101,10000,01001,10111,10000,00111,10000,01110,10000,10111,00111,10000,01110,10000,10111,00111,11010,01000,11010,01111,11101,11110,11110,11110,11110,11110
2.18,0.748,1.689,00000,10000,10000,00111,10000,00101,10000,01001,10111,10000,00111,10000,01110,10000,10001,00111,10000,00111,11010,10110,11010,00001,11101,11110,11110,11110,11110,11110,11110,11110,11110
2.135,1.047,1.6,00000,10000,10000,10000,00111,10000,00111,10000,01110,10000,10000,00111,10000,00101,10000,01001,10111,10000,11010,01111,00111,11010,10110,11101,11110,11110,11110,11110,11110,11110,11110
